"MAG","classification","reason","lineage","lineage.scores","superkingdom","confidence","phylum","class","order","family","genus","species","Depth","category","n_contigs","contig_bp","gap_pct","ctg_N50","ctg_L50","ctg_N90","ctg_L90","ctg_max","gc_avg","gc_std","size_mbp","Dataset","Complete","Single","Duplicated","Fragmented","Missing","n_markers","Scores_bacteria_odb10","Scores_archaea_odb10","Scores_eukaryota_odb10"
"15mm_Bin_109-contigs","taxid assigned","based on 1483/1595 ORFs","1;131567;2;1783270;68336;976;768503;768507;89373;312278","1.00;0.99;0.98;0.88;0.88;0.86;0.38;0.38;0.37;0.32","Bacteria","0.98","Bacteroidetes: 0.86","Cytophagia: 0.38","Cytophagales: 0.38","Cytophagaceae: 0.37","Emticicia: 0.32","no support","15mm","CB",670,1195226,0,204,1768,560,1100,13001,0.34472,0.03214,1.195226,"bacteria_odb10","16.9","16.1","0.8","13.7","69.4","124","C:16.9%[S:16.1%,D:0.8%],F:13.7%,M:69.4%,n:124","C:6.2%[S:6.2%,D:0.0%],F:1.0%,M:92.8%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
"15mm_Bin_11-contigs","taxid assigned","based on 2641/2943 ORFs","1;131567;2;1783270;68336;976;117743;200644;403978;2021391","1.00;0.99;0.98;0.90;0.90;0.88;0.45;0.45;0.43;0.43","Bacteria","0.98","Bacteroidetes: 0.88","Flavobacteriia: 0.45","Flavobacteriales: 0.45",NA,NA,"Flavobacteriales bacterium: 0.43","15mm","CB",940,2551221,0,246,3194,729,1421,13710,0.45347,0.031,2.551221,"bacteria_odb10","39.5","39.5","0.0","17.7","42.8","124","C:39.5%[S:39.5%,D:0.0%],F:17.7%,M:42.8%,n:124","C:8.8%[S:8.8%,D:0.0%],F:4.1%,M:87.1%,n:194","C:1.6%[S:1.6%,D:0.0%],F:3.1%,M:95.3%,n:255"
"15mm_Bin_110-contigs","taxid assigned (1/2)","based on 153/1061 ORFs","1;131567;2759;3027;589342;589343;55528;55529*;905079*","1.00;0.98;0.61;0.45;0.45;0.44;0.44;0.44;0.41","Eukaryota","0.61",NA,"Cryptophyceae: 0.45","Pyrenomonadales: 0.45","Geminigeraceae: 0.44","Guillardia: 0.44","Guillardia theta*: 0.44","15mm","CB",678,912207,0,270,1275,589,1042,3715,0.65429,0.08004,0.912207,"Check_logs","-","-","-","-","-","-","-","-","-"
"15mm_Bin_112-contigs","taxid assigned","based on 1250/1326 ORFs","1;131567;2;1783257;203682;666505","1.00;1.00;1.00;0.85;0.85;0.44","Bacteria","1.00","Planctomycetes: 0.85","Phycisphaerae: 0.44","no support","no support","no support","no support","15mm","CB",608,962132,0,220,1574,519,1084,4729,0.52685,0.02828,0.962132,"bacteria_odb10","17.7","17.7","0.0","19.4","62.9","124","C:17.7%[S:17.7%,D:0.0%],F:19.4%,M:62.9%,n:124","C:4.1%[S:4.1%,D:0.0%],F:1.0%,M:94.9%,n:194","C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:255"
"15mm_Bin_113-contigs","taxid assigned","based on 3017/3273 ORFs","1;131567;2;1224;28216;80840","1.00;1.00;0.99;0.81;0.54;0.33","Bacteria","0.99","Proteobacteria: 0.81","Betaproteobacteria: 0.54","Burkholderiales: 0.33","no support","no support","no support","15mm","CB",1023,3310558,0,238,4062,763,1583,24290,0.50539,0.03203,3.310558,"burkholderiales_odb10","73.7","70.5","3.2","6.5","19.8","688","C:79.0%[S:79.0%,D:0.0%],F:8.9%,M:12.1%,n:124","C:13.9%[S:13.9%,D:0.0%],F:3.1%,M:83.0%,n:194","C:4.3%[S:3.5%,D:0.8%],F:1.6%,M:94.1%,n:255"
"15mm_Bin_114-contigs","taxid assigned","based on 4596/4648 ORFs","1;131567;2;1783272;201174;1760","1.00;1.00;0.99;0.97;0.97;0.97","Bacteria","0.99","Actinobacteria: 0.97","Actinomycetia: 0.97","no support","no support","no support","no support","15mm","CB",1396,3621312,0,324,3043,1077,1283,24229,0.41041,0.01839,3.621312,"bacteria_odb10","89.5","28.2","61.3","4.0","6.5","124","C:89.5%[S:28.2%,D:61.3%],F:4.0%,M:6.5%,n:124","C:14.9%[S:4.6%,D:10.3%],F:3.6%,M:81.5%,n:194","C:3.9%[S:0.8%,D:3.1%],F:1.6%,M:94.5%,n:255"
"15mm_Bin_115-contigs","taxid assigned","based on 1549/1676 ORFs","1;131567;2;1783272;201174;1760","1.00;0.99;0.99;0.64;0.63;0.54","Bacteria","0.99","Actinobacteria: 0.63","Actinomycetia: 0.54","no support","no support","no support","no support","15mm","CB",769,1126478,0,285,1387,662,1056,9208,0.43536,0.03246,1.126478,"bacteria_odb10","12.1","12.1","0.0","12.9","75.0","124","C:12.1%[S:12.1%,D:0.0%],F:12.9%,M:75.0%,n:124","C:2.6%[S:2.6%,D:0.0%],F:3.1%,M:94.3%,n:194","C:0.4%[S:0.4%,D:0.0%],F:1.6%,M:98.0%,n:255"
"15mm_Bin_116-contigs","taxid assigned","based on 514/769 ORFs","1;131567;2","1.00;0.87;0.80","Bacteria","0.80","no support","no support","no support","no support","no support","no support","15mm","CB",241,513779,0,72,2241,195,1211,18427,0.41353,0.03123,0.513779,"bacteria_odb10","1.6","0.8","0.8","0.0","98.4","124","C:1.6%[S:0.8%,D:0.8%],F:0.0%,M:98.4%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15mm_Bin_118-contigs","taxid assigned","based on 10077/12920 ORFs","1;131567;2;1783270;68336","1.00;0.98;0.95;0.37;0.37","Bacteria","0.95","no support","no support","no support","no support","no support","no support","15mm","CB",4819,10734242,0,1391,2449,3866,1247,21853,0.32589,0.04347,10.734242,"mollicutes_odb10","65.6","35.8","29.8","4.0","30.4","151","C:72.6%[S:44.4%,D:28.2%],F:12.9%,M:14.5%,n:124","C:9.3%[S:6.2%,D:3.1%],F:8.2%,M:82.5%,n:194","C:2.4%[S:2.4%,D:0.0%],F:2.0%,M:95.6%,n:255"
"15mm_Bin_12-contigs","taxid assigned","based on 2066/3233 ORFs","1;131567;2","1.00;0.85;0.80","Bacteria","0.80","no support","no support","no support","no support","no support","no support","15mm","CB",803,2670867,0,144,4371,583,1462,132231,0.33364,0.04766,2.670867,"archaea_odb10","3.0","1.5","1.5","0.5","96.5","194","C:2.4%[S:0.8%,D:1.6%],F:0.8%,M:96.8%,n:124","C:3.0%[S:1.5%,D:1.5%],F:0.5%,M:96.5%,n:194","C:0.8%[S:0.8%,D:0.0%],F:0.4%,M:98.8%,n:255"
"15mm_Bin_122-contigs","taxid assigned (1/2)","based on 529/1814 ORFs","1;131567;2759;33090;3041;2692248;3166;2812636;3042","1.00;0.92;0.54;0.46;0.44;0.44;0.44;0.44;0.44","Eukaryota","0.54","Chlorophyta: 0.44","Chlorophyceae: 0.44","Chlamydomonadales: 0.44","no support","no support","no support","15mm","CB",465,1635917,0,98,4625,338,1547,23705,0.6387,0.04436,1.635917,"archaea_odb10","1.5","1.5","0.0","0.5","98.0","194","C:0.8%[S:0.0%,D:0.8%],F:0.8%,M:98.4%,n:124","C:1.5%[S:1.5%,D:0.0%],F:0.5%,M:98.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.4%,M:99.6%,n:255"
"15mm_Bin_123-contigs","taxid assigned","based on 3507/3765 ORFs","1;131567;2;1783270;68336;976;37452;1898104","1.00;1.00;0.99;0.91;0.91;0.88;0.66;0.65","Bacteria","0.99","Bacteroidetes: 0.88",NA,NA,NA,NA,"Bacteroidetes bacterium: 0.65","15mm","CB",199,4847024,0,39,38219,131,10848,130100,0.31342,0.02296,4.847024,"bacteria_odb10","96.0","96.0","0.0","2.4","1.6","124","C:96.0%[S:96.0%,D:0.0%],F:2.4%,M:1.6%,n:124","C:21.1%[S:20.1%,D:1.0%],F:2.6%,M:76.3%,n:194","C:4.7%[S:4.7%,D:0.0%],F:2.4%,M:92.9%,n:255"
"15mm_Bin_124-contigs","taxid assigned","based on 1844/1911 ORFs","1;131567;2;1224;28216","1.00;0.99;0.98;0.63;0.53","Bacteria","0.98","Proteobacteria: 0.63","Betaproteobacteria: 0.53","no support","no support","no support","no support","15mm","CB",405,1787184,0,68,6481,275,1858,72008,0.49902,0.0319,1.787184,"betaproteobacteria_odb10","87.9","85.6","2.3","6.5","5.6","569","C:91.1%[S:87.1%,D:4.0%],F:5.6%,M:3.3%,n:124","C:16.5%[S:16.0%,D:0.5%],F:4.6%,M:78.9%,n:194","C:4.3%[S:4.3%,D:0.0%],F:0.8%,M:94.9%,n:255"
"15mm_Bin_125-contigs","taxid assigned","based on 2714/3648 ORFs","1;131567;2;1224","1.00;0.88;0.81;0.38","Bacteria","0.81","Proteobacteria: 0.38","no support","no support","no support","no support","no support","15mm","CB",1111,2866803,0,214,2834,855,1233,120634,0.36845,0.05221,2.866803,"bacteria_odb10","23.4","22.6","0.8","6.5","70.1","124","C:23.4%[S:22.6%,D:0.8%],F:6.5%,M:70.1%,n:124","C:2.6%[S:2.6%,D:0.0%],F:1.0%,M:96.4%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.8%,M:98.8%,n:255"
"15mm_Bin_127-contigs","taxid assigned","based on 2202/12482 ORFs","1;131567;2759;3027;589342;589343;55528;55529*;905079*","1.00;0.98;0.67;0.43;0.43;0.43;0.43;0.43;0.43","Eukaryota","0.67",NA,"Cryptophyceae: 0.43","Pyrenomonadales: 0.43","Geminigeraceae: 0.43","Guillardia: 0.43","Guillardia theta*: 0.43","15mm","CB",6221,10051047,0,2155,1598,5267,1087,8464,0.56262,0.0742,10.051047,"eukaryota_odb10","1.6","1.6","0.0","3.1","95.3","255","C:0.0%[S:0.0%,D:0.0%],F:1.6%,M:98.4%,n:124","C:1.5%[S:1.0%,D:0.5%],F:1.0%,M:97.5%,n:194","C:1.6%[S:1.6%,D:0.0%],F:3.1%,M:95.3%,n:255"
"15mm_Bin_128-contigs","taxid assigned","based on 5345/5936 ORFs","1;131567;2;1783270;68336;976;200643","1.00;0.99;0.98;0.67;0.66;0.64;0.33","Bacteria","0.98","Bacteroidetes: 0.64","Bacteroidia: 0.33","no support","no support","no support","no support","15mm","CB",3021,4365329,0,1162,1411,2600,1062,4731,0.39924,0.04882,4.365329,"bacteria_odb10","30.6","27.4","3.2","24.2","45.2","124","C:30.6%[S:27.4%,D:3.2%],F:24.2%,M:45.2%,n:124","C:8.2%[S:7.7%,D:0.5%],F:4.1%,M:87.7%,n:194","C:2.0%[S:1.6%,D:0.4%],F:2.4%,M:95.6%,n:255"
"15mm_Bin_129-contigs","taxid assigned","based on 1226/2006 ORFs","1;131567;2","1.00;0.75;0.64","Bacteria","0.64","no support","no support","no support","no support","no support","no support","15mm","CB",503,1358167,0,94,3094,382,1223,36477,0.32887,0.02925,1.358167,"bacteria_odb10","0.0","0.0","0.0","4.0","96.0","124","C:0.0%[S:0.0%,D:0.0%],F:4.0%,M:96.0%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15mm_Bin_130-contigs","taxid assigned","based on 3780/3880 ORFs","1;131567;2;1783257;74201","1.00;1.00;1.00;0.92;0.91","Bacteria","1.00","Verrucomicrobia: 0.91","no support","no support","no support","no support","no support","15mm","CB",1147,3541262,0,248,3727,856,1460,51767,0.62791,0.02084,3.541262,"bacteria_odb10","65.3","55.6","9.7","17.7","17.0","124","C:65.3%[S:55.6%,D:9.7%],F:17.7%,M:17.0%,n:124","C:10.8%[S:7.7%,D:3.1%],F:5.7%,M:83.5%,n:194","C:2.0%[S:1.6%,D:0.4%],F:1.2%,M:96.8%,n:255"
"15mm_Bin_131-contigs","taxid assigned","based on 3993/4546 ORFs","1;131567;2;1783270;68336;976","1.00;1.00;0.99;0.91;0.91;0.88","Bacteria","0.99","Bacteroidetes: 0.88","no support","no support","no support","no support","no support","15mm","CB",543,5736045,0,128,13274,394,5138,73905,0.46326,0.0246,5.736045,"bacteria_odb10","71.0","69.4","1.6","4.8","24.2","124","C:71.0%[S:69.4%,D:1.6%],F:4.8%,M:24.2%,n:124","C:16.0%[S:16.0%,D:0.0%],F:3.1%,M:80.9%,n:194","C:3.1%[S:3.1%,D:0.0%],F:3.5%,M:93.4%,n:255"
"15mm_Bin_137-contigs","taxid assigned","based on 2620/4073 ORFs","1;131567;2","1.00;0.77;0.69","Bacteria","0.69","no support","no support","no support","no support","no support","no support","15mm","CB",671,2671071,0,86,7025,453,1525,63425,0.31249,0.03715,2.671071,"bacteria_odb10","1.6","0.8","0.8","3.2","95.2","124","C:1.6%[S:0.8%,D:0.8%],F:3.2%,M:95.2%,n:124","C:1.0%[S:0.5%,D:0.5%],F:1.0%,M:98.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15mm_Bin_138-contigs","taxid assigned (2/2)","based on 542/1150 ORFs","1;131567;2;1224","1.00;0.99;0.51;0.42","Bacteria","0.51","Proteobacteria: 0.42","no support","no support","no support","no support","no support","15mm","CB",665,1479684,0,167,2499,530,1158,17097,0.38836,0.05372,1.479684,"Check_logs","-","-","-","-","-","-","-","-","-"
"15mm_Bin_14-contigs","taxid assigned","based on 1375/1578 ORFs","1;131567;2","1.00;0.98;0.89","Bacteria","0.89","no support","no support","no support","no support","no support","no support","15mm","CB",348,1594288,0,87,6067,257,2355,30204,0.30585,0.02858,1.594288,"bacteria_odb10","62.1","62.1","0.0","14.5","23.4","124","C:62.1%[S:62.1%,D:0.0%],F:14.5%,M:23.4%,n:124","C:13.4%[S:13.4%,D:0.0%],F:4.6%,M:82.0%,n:194","C:2.0%[S:2.0%,D:0.0%],F:1.6%,M:96.4%,n:255"
"15mm_Bin_140-contigs","taxid assigned","based on 10108/11491 ORFs","1;131567;2;1783270;68336;976","1.00;0.99;0.98;0.59;0.58;0.56","Bacteria","0.98","Bacteroidetes: 0.56","no support","no support","no support","no support","no support","15mm","CB",6040,8342312,0,2401,1343,5245,1053,4633,0.39097,0.057,8.342312,"bacteria_odb10","60.5","38.7","21.8","26.6","12.9","124","C:60.5%[S:38.7%,D:21.8%],F:26.6%,M:12.9%,n:124","C:10.8%[S:7.7%,D:3.1%],F:7.2%,M:82.0%,n:194","C:2.0%[S:2.0%,D:0.0%],F:3.1%,M:94.9%,n:255"
"15mm_Bin_144-contigs","taxid assigned","based on 914/1003 ORFs","1;131567;2;1783257;74201;203494;48461;134621;1032526;2638824;2024890","1.00;1.00;1.00;0.76;0.74;0.48;0.48;0.47;0.47;0.47;0.47","Bacteria","1.00","Verrucomicrobia: 0.74","Verrucomicrobiae: 0.48","Verrucomicrobiales: 0.48","Verrucomicrobia subdivision 3: 0.47","Pedosphaera: 0.47","Pedosphaera sp.: 0.47","15mm","CB",519,795492,0,191,1502,443,1085,6699,0.60036,0.0363,0.795492,"bacteria_odb10","7.3","6.5","0.8","6.5","86.2","124","C:7.3%[S:6.5%,D:0.8%],F:6.5%,M:86.2%,n:124","C:1.5%[S:1.5%,D:0.0%],F:1.5%,M:97.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15mm_Bin_145-contigs","taxid assigned (2/2)","based on 432/2623 ORFs","1;131567;2","1.00;0.94;0.53","Bacteria","0.53","no support","no support","no support","no support","no support","no support","15mm","CB",1348,2362774,0,442,1787,1128,1112,13347,0.47123,0.07268,2.362774,"mycoplasmatales_odb10","0.6","0.6","0.0","0.0","99.4","174","C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15mm_Bin_147-contigs","taxid assigned","based on 1334/1742 ORFs","1;131567;2;2323;1783234;1783273;363464;1046947;2044595","1.00;0.96;0.95;0.82;0.82;0.80;0.79;0.79;0.76","Bacteria","0.95","Candidatus Gracilibacteria: 0.79",NA,NA,NA,NA,"Candidatus Gracilibacteria bacterium: 0.76","15mm","CB",84,1857137,0,16,38337,53,10221,110782,0.24998,0.02553,1.857137,"mollicutes_odb10","42.4","41.7","0.7","2.6","55.0","151","C:50.0%[S:50.0%,D:0.0%],F:15.3%,M:34.7%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:255"
"15mm_Bin_148-contigs","taxid assigned","based on 7468/8098 ORFs","1;131567;2;1224;68525;28221;122706;2026735","1.00;1.00;0.99;0.84;0.72;0.72;0.58;0.57","Bacteria","0.99","Proteobacteria: 0.84","Deltaproteobacteria: 0.72",NA,NA,NA,"Deltaproteobacteria bacterium: 0.57","15mm","CB",1202,8417605,0,272,9085,870,3431,60767,0.47613,0.02995,8.417605,"bacteria_odb10","71.0","46.0","25.0","7.3","21.7","124","C:71.0%[S:46.0%,D:25.0%],F:7.3%,M:21.7%,n:124","C:17.0%[S:6.7%,D:10.3%],F:5.2%,M:77.8%,n:194","C:3.2%[S:2.0%,D:1.2%],F:2.4%,M:94.4%,n:255"
"15mm_Bin_149-contigs","taxid assigned","based on 1855/2490 ORFs","1;131567;2","1.00;0.71;0.67","Bacteria","0.67","no support","no support","no support","no support","no support","no support","15mm","CB",554,1439466,0,88,3054,421,1183,85360,0.38708,0.04548,1.439466,"bacteria_odb10","1.6","1.6","0.0","1.6","96.8","124","C:1.6%[S:1.6%,D:0.0%],F:1.6%,M:96.8%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15mm_Bin_151-contigs","taxid assigned","based on 2939/3026 ORFs","1;131567;2;1224;28211","1.00;1.00;0.99;0.96;0.93","Bacteria","0.99","Proteobacteria: 0.96","Alphaproteobacteria: 0.93","no support","no support","no support","no support","15mm","CB",721,2590446,0,167,4570,531,1771,38196,0.6442,0.02642,2.590446,"alphaproteobacteria_odb10","70.1","70.1","0.0","13.4","16.5","432","C:67.7%[S:67.7%,D:0.0%],F:22.6%,M:9.7%,n:124","C:10.3%[S:10.3%,D:0.0%],F:5.7%,M:84.0%,n:194","C:4.7%[S:4.7%,D:0.0%],F:2.0%,M:93.3%,n:255"
"15mm_Bin_152-contigs","taxid assigned","based on 625/1130 ORFs","1;131567;2;49928;1869227","1.00;0.67;0.65;0.60;0.60","Bacteria","0.65",NA,NA,NA,NA,NA,"bacterium: 0.60","15mm","CB",149,797165,0,22,9024,96,1996,59581,0.50922,0.04266,0.797165,"bacteria_odb10","0.8","0.0","0.8","0.0","99.2","124","C:0.8%[S:0.0%,D:0.8%],F:0.0%,M:99.2%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15mm_Bin_154-contigs","taxid assigned","based on 12545/13503 ORFs","1;131567;2;1783270;68336;976","1.00;1.00;0.99;0.81;0.80;0.64","Bacteria","0.99","Bacteroidetes: 0.64","no support","no support","no support","no support","no support","15mm","CB",653,16297387,0,102,47191,393,10406,353392,0.35212,0.02178,16.297387,"bacteria_odb10","100.0","10.5","89.5","0.0","0.0","124","C:100.0%[S:10.5%,D:89.5%],F:0.0%,M:0.0%,n:124","C:25.7%[S:7.7%,D:18.0%],F:2.6%,M:71.7%,n:194","C:6.6%[S:3.9%,D:2.7%],F:3.1%,M:90.3%,n:255"
"15mm_Bin_158-contigs","taxid assigned","based on 4054/4318 ORFs","1;131567;2;1224;1236;135613;1046;13724","1.00;1.00;1.00;0.95;0.89;0.85;0.85;0.45","Bacteria","1.00","Proteobacteria: 0.95","Gammaproteobacteria: 0.89","Chromatiales: 0.85","Chromatiaceae: 0.85","Thiocystis: 0.45","no support","15mm","CB",350,4493733,0,40,31452,178,5560,140700,0.61116,0.02993,4.493733,"chromatiales_odb10","98.0","97.7","0.3","0.6","1.4","652","C:99.2%[S:98.4%,D:0.8%],F:0.8%,M:0.0%,n:124","C:21.1%[S:21.1%,D:0.0%],F:4.6%,M:74.3%,n:194","C:4.3%[S:3.1%,D:1.2%],F:1.6%,M:94.1%,n:255"
"15mm_Bin_163-contigs","taxid assigned","based on 4010/4173 ORFs","1;131567;2;1224;28216","1.00;0.99;0.98;0.89;0.61","Bacteria","0.98","Proteobacteria: 0.89","Betaproteobacteria: 0.61","no support","no support","no support","no support","15mm","CB",412,4151004,0,73,18182,255,4432,74427,0.57635,0.03002,4.151004,"burkholderiales_odb10","93.2","77.6","15.6","1.9","4.9","688","C:92.7%[S:65.3%,D:27.4%],F:4.0%,M:3.3%,n:124","C:15.5%[S:11.9%,D:3.6%],F:5.2%,M:79.3%,n:194","C:4.7%[S:4.7%,D:0.0%],F:1.6%,M:93.7%,n:255"
"15mm_Bin_164-contigs","taxid assigned","based on 10152/11415 ORFs","1;131567;2;1224;1236;135618","1.00;0.96;0.95;0.63;0.53;0.49","Bacteria","0.95","Proteobacteria: 0.63","Gammaproteobacteria: 0.53","Methylococcales: 0.49","no support","no support","no support","15mm","CB",874,11288328,0,94,25401,508,5134,362495,0.39468,0.03084,11.288328,"bacteria_odb10","99.2","10.5","88.7","0.0","0.8","124","C:99.2%[S:10.5%,D:88.7%],F:0.0%,M:0.8%,n:124","C:22.7%[S:6.2%,D:16.5%],F:6.7%,M:70.6%,n:194","C:5.5%[S:1.2%,D:4.3%],F:1.6%,M:92.9%,n:255"
"15mm_Bin_166-contigs","taxid assigned","based on 4443/5284 ORFs","1;131567;2;1783272;1239;526524;526525;128827;544447;2049044","1.00;0.88;0.85;0.59;0.58;0.55;0.55;0.55;0.55;0.55","Bacteria","0.85","Firmicutes: 0.58","Erysipelotrichia: 0.55","Erysipelotrichales: 0.55","Erysipelotrichaceae: 0.55",NA,"Erysipelotrichaceae bacterium: 0.55","15mm","CB",225,4831930,0,9,99819,92,7861,496250,0.40481,0.05839,4.83193,"firmicutes_odb10","88.5","75.2","13.3","0.5","11.0","218","C:92.8%[S:69.4%,D:23.4%],F:2.4%,M:4.8%,n:124","C:20.1%[S:16.0%,D:4.1%],F:2.6%,M:77.3%,n:194","C:4.3%[S:3.5%,D:0.8%],F:1.6%,M:94.1%,n:255"
"15mm_Bin_169-contigs","taxid assigned","based on 1396/1581 ORFs","1;131567;2;203691","1.00;1.00;0.98;0.60","Bacteria","0.98","Spirochaetes: 0.60","no support","no support","no support","no support","no support","15mm","CB",719,1142419,0,259,1597,610,1082,5602,0.61945,0.03365,1.142419,"bacteria_odb10","7.3","7.3","0.0","12.9","79.8","124","C:7.3%[S:7.3%,D:0.0%],F:12.9%,M:79.8%,n:124","C:2.1%[S:2.1%,D:0.0%],F:3.1%,M:94.8%,n:194","C:0.4%[S:0.4%,D:0.0%],F:1.6%,M:98.0%,n:255"
"15mm_Bin_17-contigs","taxid assigned","based on 12716/12897 ORFs","1;131567;2;1783272;201174;1760","1.00;1.00;1.00;0.97;0.94;0.84","Bacteria","1.00","Actinobacteria: 0.94","Actinomycetia: 0.84","no support","no support","no support","no support","15mm","CB",3138,10591353,0,481,4493,2253,1418,90368,0.45636,0.01914,10.591353,"bacteria_odb10","98.4","3.2","95.2","1.6","0.0","124","C:98.4%[S:3.2%,D:95.2%],F:1.6%,M:0.0%,n:124","C:20.1%[S:1.5%,D:18.6%],F:3.6%,M:76.3%,n:194","C:4.3%[S:0.0%,D:4.3%],F:2.4%,M:93.3%,n:255"
"15mm_Bin_170-contigs","taxid assigned","based on 11990/17941 ORFs","1;131567;2759;33090;3041;2692248;75966;35460;35461;2511126;3071;1962113;1650286","1.00;1.00;0.98;0.98;0.97;0.96;0.91;0.89;0.89;0.82;0.54;0.40;0.40","Eukaryota","0.98","Chlorophyta: 0.97","Trebouxiophyceae: 0.91","Chlorellales: 0.89","Chlorellaceae: 0.89","Chlorella: 0.54","Chlorella desiccata (nom. nud.): 0.40","15mm","CB",1306,19257147,0,272,20934,894,6821,114976,0.71407,0.03091,19.257147,"chlorophyta_odb10","94.5","93.9","0.6","1.4","4.1","1519","C:33.8%[S:30.6%,D:3.2%],F:33.1%,M:33.1%,n:124","C:36.1%[S:34.0%,D:2.1%],F:16.5%,M:47.4%,n:194","C:82.4%[S:82.4%,D:0.0%],F:6.7%,M:10.9%,n:255"
"15mm_Bin_172-contigs","taxid assigned","based on 1246/4839 ORFs","1;131567;2;49928;1869227","1.00;0.99;0.67;0.33;0.33","Bacteria","0.67",NA,NA,NA,NA,NA,"bacterium: 0.33","15mm","CB",956,4299607,0,223,5926,690,2244,44677,0.57818,0.06335,4.299607,"archaea_odb10","1.0","0.5","0.5","0.0","99.0","194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:124","C:1.0%[S:0.5%,D:0.5%],F:0.0%,M:99.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15mm_Bin_173-contigs","taxid assigned","based on 5453/5715 ORFs","1;131567;2;1783270;68336;976;200643;1970189;1471398","1.00;1.00;0.99;0.87;0.87;0.83;0.55;0.44;0.44","Bacteria","0.99","Bacteroidetes: 0.83","Bacteroidia: 0.55","Marinilabiliales: 0.44","Prolixibacteraceae: 0.44","no support","no support","15mm","CB",719,6793954,0,155,12398,516,4468,159051,0.45289,0.02801,6.793954,"bacteria_odb10","69.3","28.2","41.1","3.2","27.5","124","C:69.3%[S:28.2%,D:41.1%],F:3.2%,M:27.5%,n:124","C:16.4%[S:8.2%,D:8.2%],F:3.1%,M:80.5%,n:194","C:3.2%[S:2.0%,D:1.2%],F:2.7%,M:94.1%,n:255"
"15mm_Bin_176-contigs","taxid assigned (2/2)","based on 10947/11289 ORFs","1;131567;2;1224;1236;135613;1046;53392;1166950","1.00;1.00;1.00;0.99;0.98;0.98;0.98;0.52;0.52","Bacteria","1.00","Proteobacteria: 0.99","Gammaproteobacteria: 0.98","Chromatiales: 0.98","Chromatiaceae: 0.98","Thiodictyon: 0.52","Candidatus Thiodictyon syntrophicum: 0.52","15mm","CB",1161,12277979,0,245,14526,820,4986,98580,0.65512,0.03194,12.277979,"bacteria_odb10","96.7","29.0","67.7","2.4","0.9","124","C:96.7%[S:29.0%,D:67.7%],F:2.4%,M:0.9%,n:124","C:19.1%[S:6.2%,D:12.9%],F:4.6%,M:76.3%,n:194","C:7.0%[S:4.3%,D:2.7%],F:2.4%,M:90.6%,n:255"
"15mm_Bin_177-contigs","taxid assigned (1/2)","based on 277/2196 ORFs","1;131567;2759;3027;589342;589343;55528;55529*;905079*","1.00;0.98;0.65;0.41;0.41;0.41;0.41;0.41;0.40","Eukaryota","0.65",NA,"Cryptophyceae: 0.41","Pyrenomonadales: 0.41","Geminigeraceae: 0.41","Guillardia: 0.41","Guillardia theta*: 0.41","15mm","CB",1402,1856794,0,563,1256,1223,1035,5392,0.46271,0.06904,1.856794,"eukaryota_odb10","0.0","0.0","0.0","1.2","98.8","255","C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:1.2%,M:98.8%,n:255"
